respondent_id,duration_of_experiment,which_group,exp_coding,exp_working_java,exp_finding_vuln,path_lines,path_lines_correctness,path_lines_type,path_motivation,path_difficulty,path_confidence,userinjection_lines,userinjection_lines_correctness,userinjection_lines_type,userinjection_motivation,userinjection_difficulty,userinjection_confidence,xss_lines,xss_lines_correctness,xss_lines_type,xss_motivation,xss_difficulty,xss_confidence,dos_lines,dos_lines_correctness,dos_lines_type,dos_motivation,dos_difficulty,dos_confidence,familiar_java,familiar_vuln,proc_understand,proc_time,proc_training,avg_correctness_slice,avg_correctness_full
R_22tOywUEy1MDak3,3153,Group4,Not really,No experience,No experience,509; 517,0.0,full,The getResourceAsStream() function takes an input and returns the resource of a given path. The attacker can give the idea of a safe path and use this to get the resources of a file that they don't have access to.,2,1,183; 185; 296,0.0,full,"The size of the array called ""list"" depends on the number of commas or the number of roles the user has so it may decrease server's performance or even kill it. Moreover, if there is a problem in line 296, line 298 will not be executed. ",4,1,73;  76,0.5,slice,Line 76 processes the action after retrieving the URI. There aren't any checks on the URI so the attacker could simply replace it with code and the code will be processed.,2,1,51; 55; 109,0.3333333333333333,slice,"Lines 51 and 109 include while loops that only depend on user input. In line 55, the buf array which is used all over in the code later on is also defined by the user and has no conditions.",4,1,Neither-Agree-nor-Disagree,Disagree,Strongly agree,Strongly agree,Agree,0.41666666666666663,0.0
R_NXaAZaoGFQAclY5,3181,Group4,Not really,As part of University projects,As part of University projects,483;928;930,0.0,full,"the function getJNDIUri creates a path based on the hostname and path, no validation is done on the resulting string which is then used in getResource, meaning that an attacker could manipulate what is returned due to the lack of input validation",2,4,144;195;237;250,0.2,full,"No input validation is done on the credentials entered by the user, so malicious input could be given by an attacker which will be stored and returned by the lines specified.",3,3,73;76,0.5,slice,"The requested URI is taken without any processing/validation, then processed as action. This allows an attacker to request a URI with malicious elements which iwll be interpreted as actions that the code execudes without validation",1,4,177,0.0,slice,this loop reads until the end of the line is reached. If a malicious attacker has an input that doesn't terminate this loop the loop will run infinitely and cause the service to become unavailable to parse new requests,2,3,Neither-Agree-nor-Disagree,Agree,Agree,Strongly agree,Disagree,0.25,0.1
R_1OvnM8Bpk1kam5r,3957,Group3,Not really,No experience,As part of University projects,48;75,0.0,slice,"1. line 48 ""import ./ServerInfo;"" may lead to information disclosure, it's unsafe to save the information in a file and load it directly
2. function ""getRequestDispatche"" may cause a denial of service, the input does not set any limitations",4,4,62;82,0.2,slice," the digest functuin use a simple encoding method, may lead to information disclosure ",2,4,447,0.0,full,"if somebody try this request again and again, it may lead denial of service, but I am not sure we need to limit the time of requests here",4,3,374,0.0,full,"I am not sure about this answer, it seems that we can check the length of constant in case of not lead to some memory problems",2,2,Neither-Agree-nor-Disagree,Agree,Strongly agree,Strongly agree,Agree,0.1,0.0
R_1hYeAlqhuGI1fOO,3849,Group3,Yes but in another programming language at a Company,As part of University projects,No experience,87;95;108,0.15384615384615385,slice,"87 uses url that could contain malicious content
95 getRequest method and if it's not validated or sanitized it can lead to injection vulnerabilities
108 normalizes paths so if it's done inappropriately it can lead to a path traversal",3,2,62;90,0.4,slice,62; possible weak encryption of the password | 90; may return null references,3,2,466,0.0,full,It doesn't check the validity the page it requests,3,2,418,0.0,full,multiple thread block can lead to DoS,3,2,Disagree,Agree,Agree,Strongly agree,Strongly agree,0.27692307692307694,0.0
R_1cTcawAFlCftIi6,4346,Group2,Yes but in another programming language at a Company,As part of University projects,As part of University projects,111;114;116,0.07692307692307693,slice,"If the user inputs a path like ""/file/../file"" where the ""/../ "" is in the middle of the path, the program will lead to a Path Traversal.",2,3,147;210;236;299,0.2,full,Leading to a Information Disclosure because of too many error messages or the user information,4,2,67;69;74;76,0.5,slice,Get input from servlet which will lead to a XSS,4,2,103;398;420,0.0,full,May kill the server by filling all memory,2,4,Agree,Neither-Agree-nor-Disagree,Strongly agree,Strongly agree,Agree,0.28846153846153844,0.1
R_3oQFWPaE18bzTOW,3612,Group4,Not really,No experience,No experience,339;463,0.0,full,"339: This function does not contain a recognition of /
463: This function it's path recognition is improper, because whenever it starts with ""libPath"" and ends with "".jar"", it assumes that the path is safe to use. But that's not always the case
",3,4,144,0.2,full,144: They do not check if the username's input,2,4,73,0.25,slice,"73: in this line you see a getRequest followed by response, where the validity of the input will not be checked",2,4,114;55,0.0,slice,"114: Need more data, but we can decided to not give the data, which makes it stop working   55: contains buffer size which we can alter ",3,3,Disagree,Agree,Agree,Strongly agree,Strongly agree,0.125,0.1
R_3IWtk06QJIfb87q,3523,Group3,Not really,As part of University projects,No experience,"75;78;79;114,118",0.23076923076923078,slice,input request from user and path position is appended with new application dispatcher as null,3,1,58;59;61;62;85;86;87,0.8,slice,The login credentiala are validated but does not authenticate login. The byte size is null.,4,1,391,0.0,full,looks like unwanted exception raised. ,5,1,475,0.0,full,heavy resources not released and single user allocation,4,1,Disagree,Neither-Agree-nor-Disagree,Agree,Agree,Agree,0.5153846153846154,0.0
R_21sxZN0xSIk4qTj,4086,Group1,Yes as a Research Assistant at University,As part of University projects,As part of University projects,840; 928; 930,0.0,full,"(928, 930)Hostname is used for creating the path directly.
(840) Although I haven't found any error in the ""normalize"" method, if anything is missing or the if/else cases are badly programmed this could be a vulnerability in the sanitizing method. 

",4,2,93,0.0,slice,Can throw NullReference exception,2,4,445; 447; 466; 480 ,0.0,full,"In all of these cases, the request or query is not validated before using its data, this means there could be malicious code for XSS behind it. ",2,4,50;76,0.3333333333333333,slice,"the checking for the size of the header is done after parsing the headers, so if the user were to set a very long header(s). The program would invest a big amount of time on processing that header and thus become stuck. ",3,3,Neither-Agree-nor-Disagree,Agree,Agree,Agree,Agree,0.16666666666666666,0.0
R_2CNgG1jDwk53nvK,3318,Group6,Not really,As part of University projects,No experience,77;96;112,0.0,slice,The reason for these lines being vulnerable is that extra . and / characters can be put and the attackers can use that to bypass validation methods.,3,2,153;163;196;237;292,0.0,full,Improper input validation,4,2,332;360;361;429;437;468;482,0.0,full,Lacking input sanitation and displaying cross site output without encryption,5,1,83;94;118,0.0,slice,These could lead to stack overflow.,3,1,Disagree,Neither-Agree-nor-Disagree,Agree,Agree,Disagree,0.0,0.0
R_3k7ErOo51YmiLjf,3624,Group6,Yes but in another programming language at a Company,Developed several projects using Java,No experience,116;,0.0,slice,It only checks for '/../' and not other vulnerable paths.,3,2,187;294;,0.0,full,"187 looks like a DoS attack, as there is no check on the roles that can be added or on it's size. It may also be a good idea to clear the bytes so that we do not do an md.update() on errored out bytes. ",4,2,447;451;468;,0.25,full,The query string is considered as part of the URL and then it is processed later on.,3,2,136;166;191;231;,0.0,slice,"There is no cheeck on the length of the header name length, spaces, line length, or the number of lines. The while loop will not end as there is no upper constraint provided to these loops.",3,2,Neither-Agree-nor-Disagree,Agree,Agree,Agree,Agree,0.0,0.125
R_5Bjq6Q5Eda092bn,3703,Group5,Not really,No experience,No experience,451,0.0,full,This line of code may  cause the information Disclosure.,3,2,62,0.2,slice,"If the password was null, it may throw null reference exception.",3,2,68,0.0,slice,"the use of StringUtils.hasText() assumes that the input is non-null, non-empty, and contains non-whitespace characters, which may not always be true and could lead to unexpected behavior.",3,2,456,0.0,full,"The StringManager object is typically used for localizing error messages and other strings in the application, but it's possible that the message could be crafted to include user-provided input or other sensitive data.",3,2,Neither-Agree-nor-Disagree,Neither-Agree-nor-Disagree,Neither-Agree-nor-Disagree,Neither-Agree-nor-Disagree,Neither-Agree-nor-Disagree,0.1,0.0
R_3kpREA7clqzBhW4,4047,Group6,Yes but in another programming language at a Company,As part of University projects,No experience,111; 114;,0.07692307692307693,slice,"114: The attacker may use these two lines to change the file's location, and it may mislead the user to the wrong website/file. And then it may cause information disclosure.",3,3,164; 236; 301;,0.0,full,"The attacker can find the error messages through these above lines to help them get some informations, and it can cause information disclosure.",3,3,360; 365; 446; 447,0.0,full,The attacker can use these inject scripts to have the access to the targeted application.,3,3,55; 109; 127; 224,0.0,slice,"55: The attacker can change the size of buffer to ""kill"" the server by filling it. 109: Attacker can control the loop. The line 127 and 224 should break in the end block.",3,3,Agree,Neither-Agree-nor-Disagree,Strongly disagree,Strongly disagree,Agree,0.038461538461538464,0.0
R_1OH4FW3H64iAgIu,4247,Group3,Yes in Java at a Company,Developed several projects using Java,As part of University projects,119;120,0.15384615384615385,slice,"There is no check that path actually starts with ""/' as stated in the assumption and in the normalize() method the unhandled exception with too many details is thrown when you load a path like this: ""../../../."". Also null pointer for path=null",4,3,86;87;88;89;90;91,0.4,slice,Try without catch and exceptions on credentials=null,4,3,365,0.0,full,Can exploit xss via hidden input tag ,5,3,98,0.0,full,"headerBufferSize size never validated in the alternate constructor, can be too large",2,3,Neither-Agree-nor-Disagree,Agree,Agree,Agree,Neither-Agree-nor-Disagree,0.27692307692307694,0.0
R_1hBi5XNfwi1cv6p,4010,Group2,Not really,No experience,As part of University projects,89;92;115;117,0.0,slice,Missing corresponding conditional statement,5,2,282;299;289;291,0.0,full,"losing ""finally"" statement",5,2,75;88,0.25,slice,No validity check for request statement,5,1,418;420,0.0,full,"losing proper statement for ""try""",5,1,Strongly disagree,Disagree,Disagree,Agree,Disagree,0.125,0.0
R_2qrUe6XhxGreo3M,4253,Group4,Not really,As part of University projects,No experience,204; 396; 514; 753,0.0,full,Normal execution is executed. It should include a finally in case the code throws an exception before it is done.,4,1,;,0.0,full,Couldn't find any vulnerable lines,4,1,87; 74,0.25,slice,gets input from http entity. and does not check for validity,2,4,83;118;164;187;220;,0.0,slice,program can be killed if all memory is used.,4,1,Agree,Disagree,Strongly agree,Disagree,Disagree,0.125,0.0
R_1ifn94RNqMnEO3L,4776,Group4,Yes but in another programming language at a Company,Developed project(s) using Java outside University,No experience,"364;394;449;452;537,480;900",0.0,full,These lines are all related to the fact that the developer is exposing a path to the potential attacker by throwing the exception that includes the path of the resource. the developer did not check for the existence of the resource on that path.,4,4,"151,153,195",0.2,full,In all the cases password was not checked for anything like maybe there is a script in password which was sent from Front-end. Attacker can add script to password. It was not even checked for null which is dangerous to save password of null,3,4,89,0.0,slice,This line is the main problem because there was an http request but does not check the input for validity. It only checks if it is null. This is doing actual process action which echos to user,2,5,"51,73,109,151",0.3333333333333333,slice,these lines we are looping on headers which was sent from end user (or attacker) which can be alot and based on limited resources could crash server and result in Denial of Service,2,5,Agree,Agree,Agree,Agree,Agree,0.16666666666666666,0.1
R_2Ui9T81qAVvDLZx,3574,Group3,Yes in Java at a Company,Developed project(s) using Java outside University,No experience,79;87; 110;113;,0.15384615384615385,slice,"If path is null, there can be null reference exception in line 79 and 87. 
And there can be an infinite while loop at line 113.
",2,4,87;66;,0.2,slice,Information Disclosure at line 66,3,4,386; 467; 481; 492; ,0.0,full,"at lines 386, 467, 481 http methods are used. and at 492 public identifier is used",4,3,274; 399;,0.0,full,"In line 399, array is used.",4,3,Agree,Neither-Agree-nor-Disagree,Strongly agree,Strongly agree,Strongly agree,0.17692307692307693,0.0
R_UGgNHuEYVqUoxtT,3452,Group1,Yes but in another programming language at a Company,As part of University projects,Find vulnerabilities for several projects,200;518;687;741;,0.0,full,"I controlled ""try catch""s and if-else conditions. Also I checked returned value.",3,2,62;65,0.2,slice,validated is not defined before using it,4,1,382,0.0,full,string and boolean cannot be compared,4,1,224,0.0,slice,no need break because it continue with while loop.,3,2,Strongly disagree,Disagree,Agree,Agree,Disagree,0.1,0.0
R_3KxqXVic7WpJT1D,3795,Group5,Not really,No experience,As part of University projects,300; 348; 349,0.0,full,"Get MIME type of the specified file, but the MIME type cannot be determined. It could be threatened. For the 348 and 349, creating a new or absolute path.


",3,3,62; 66;,0.2,slice,When the username is null or special letter.,3,3,74,0.25,slice,In the getRequestUri is collowed by response,3,3,148; 153; 159,0.0,full,Maximum allowed size of the HTTP request could be overload. If the skipBlankLinesSize is larger than 1024.,5,1,Disagree,Neither-Agree-nor-Disagree,Agree,Agree,Agree,0.225,0.0
R_2y78wOxzuEMlJGc,4201,Group3,Yes as a Research Assistant at University,Developed project(s) using Java outside University,No experience,76;117,0.07692307692307693,slice,"The code only checks if the "".."" is at the beginning of the input string. There could be a case where the malicious user inserts ""/foo/bar/../../../../"" which would lead to going outside the context.",1,5,59,0.2,slice,"As no filtering is done on the username string, there is a possibility for an injection",2,5,184;199,0.0,full,"the action and servletAction are set without checking for malicious code, leading to a cross-site-scripting vulnerability when displaying the form",4,4,360,0.0,full,"Not including an end of line character, or escaping it would cause the program to go into an infinite loop, therefore causing a DoS",4,4,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,0.13846153846153847,0.0
R_vqVXA6FIua4HmZX,4404,Group5,Yes but in another programming language at a Company,As part of University projects,No experience,463;849;910;927,0.0,full,The path validity check on these lines are too broad.,5,1,91;95;93,0.0,slice,"Two ""try"" blocks in the program do not come with ""catch"" or ""finally"". There is no validity check before turning the credential into bytes.",4,2,70,0.0,slice,"It does not perform a validity check for ""action"", which is probably an arbitrary input, before doing an HTTP task.",4,2,103;426;433,0.0,full,The constructor does not limit the buffer size. There is not restriction on reading the buffer when the buffer is too large.,5,1,Disagree,Neither-Agree-nor-Disagree,Agree,Agree,Neither-Agree-nor-Disagree,0.0,0.0
R_s5oomC4ENa3owvf,3957,Group4,Yes but in another programming language at a Company,As part of University projects,No experience,200;211;349;517;466;468;483;549,0.0,full,"These lines of code include insufficient input handling, accessing computer files with path strings which are not properly constrained, streaming content from files, getting paths of internal files ",4,2,144;235;195;,0.2,full,No input validation of credential before accessing database for lookup,2,3,73;66,0.25,slice,In these lines the code gets inputs from http-entities and it is not input-validated,4,2,76;112;157;180;212,0.0,slice,"In these lines of code you keep reading more bytes as needed, which may be infinite as there's no parsing ",5,1,Disagree,Agree,Strongly agree,Strongly agree,Neither-Agree-nor-Disagree,0.125,0.1
R_3MSfnZ4ntLWRAkJ,3938,Group5,Yes but in another programming language at a Company,As part of University projects,No experience,207;273;283;,0.0,full,"207: Does not check if the request is from an authorized source.
273,283: Returning the major and minor versions of the Java Servlet API is not advised.
",4,2,62,0.2,slice,"Case sensitivity is ignored, this will lead to false authorisation.",1,5,72,0.0,slice,it is missing a condition to check if it is a servletRelativeAction,3,4,256,0.0,full,parsingRequestLinePhase is not continuous. Goes from 0-&gt;2-&gt;3-&gt;4-&gt;5-&gt;6,5,2,Disagree,Strongly disagree,Agree,Agree,Disagree,0.1,0.0
R_2atpanWlsIEAwEv,4443,Group4,Not really,As part of University projects,As part of University projects,479,0.0,full,"479: The normalized user-provided path is added to the root path. Normalization removes ""/../"" but not ""../"", so we can still break out of the context by using the ""/"" of the previous path to complete the ""/../""",4,1,151;153,0.2,full,Can crash the code if the credentials are null. The digest function throws a nullptr exception but it is never handled.,5,1,68,0.0,slice,The user-provided is not recognized and in the else the Uri is processed and the action is used there.,4,1,51,0.3333333333333333,slice,"For as long as there are headers to process, the code will loop and try to do so. There is no threshold or limit on their count, so it is possible for a malicious user to slow things down by providing large numbers of headers.",4,1,Agree,Neither-Agree-nor-Disagree,Strongly agree,Strongly agree,Disagree,0.16666666666666666,0.1
R_3MDzkSHSKJd2ZCx,4035,Group6,Yes but in another programming language at a Company,As part of University projects,No experience,88; 113,0.07692307692307693,slice,"In line 88 (pos &gt;= 0), the pos could be 0 so the code could break. In while loop at line 113 String normalize(String path) there is not an if statement that covers the case where index&gt;0. 
",4,1,277; 287,0.2,full,287: It does not specify if the bytes are 0 ,3,2,480;465;445,0.0,full,"These lines get an input from an HTTP request object, query strings ",3,2,73;151;235,0.0,slice,The loop condition is influenced by the user. 235: There is no limit to the buffer space per user.  ,2,3,Strongly disagree,Neither-Agree-nor-Disagree,Strongly agree,Strongly agree,Agree,0.038461538461538464,0.1
R_vJn9S8pKtWxEzWp,4653,Group2,Not really,As part of University projects,No experience,125,0.0,slice,There is an open bracket at line 125. There is authentification missing in the entire code.,3,2,287;290;319,0.4,full,for 287 and 290 there is no NULL exceptions and for 319 it is in public function and the path is given by the user.,3,2,85,0.0,slice,There is no exception if the string variable action is NULL.,3,2,;,0.0,full,I don't see what is vulnerable in the DoS_X.java file,4,1,Neither-Agree-nor-Disagree,Disagree,Agree,Agree,Neither-Agree-nor-Disagree,0.0,0.2
R_2VOy34WzkAVb8EH,3746,Group1,Yes but in another programming language at a Company,No experience,No experience,197;339,0.0,full,getRealPath can be used to get the path to the root and from there we can use getContext with anything we like accessing any context,4,2,58;59,0.2,slice,"We don't validate username, so it can be arbitrary SQL code, run by principals.get ",3,4,228;243;258;273;288;464,0.0,full,"user is allowed to inject js code, which is then executed",3,4,173;,0.0,slice,"There is no limit on header size, it is easy to overload the server by sending many requests with big headers.",3,4,Agree,Agree,Agree,Agree,Neither-Agree-nor-Disagree,0.1,0.0
R_2czsrX2vGnwNBTw,4394,Group6,Not really,As part of University projects,No experience,75,0.0,slice,"Gets an input from user; 
and the path must begin with a ""/"", so even if the input has a sanitization function, 
int pos = path.indexOf('?'); contains error.",3,1,156,0.0,full,"what if return principal's username is null, then it's wrong ",4,1,324;360,0.0,full,The name of the request param for non-browser supported from an HTTP methods; Does not check the input for validity.,2,2,55;,0.0,slice,socketReadBufferSize may be limited and cause throwing error; ,5,1,Disagree,Neither-Agree-nor-Disagree,Agree,Agree,Agree,0.0,0.0
R_1l0LUMxjnkFEQCn,4194,Group5,Yes in Java at a Company,Developed project(s) using Java outside University,As part of University projects,348;368;458;505;543;860,0.15384615384615385,full,"The normalize method seems obsolete at line 860 thus, every line that call the method is also obsolete as the normalization will not be done correctly resulting in a path vulnerability. Line 348 can also be vulnerable as we are not checking the path.",2,3,62;94,0.2,slice,"Line 62 is vulnerable as it calls the method digest that is also vulnerable. Indeed, line 94 is vulnerable as we do not handle the exception case in the conversion. Thus, validated will not have a value false and we can enter the next if statement..",2,4,69;76;89,0.25,slice,"Lines 69 and 76 are vulnerable as we call the processAction method without checking the input.The attacker can inject vulnerbable code. Line 89 is vulnerable as it's where we are executing the code of the attaker, we need to check the action as well.",2,4,240;262;306;337;580;602,0.0,full,All these lines contains while loop that can run for a long amount of time or even indefinitely if we give it a specific kind of input.,4,3,Agree,Neither-Agree-nor-Disagree,Agree,Agree,Agree,0.225,0.07692307692307693
R_1Kvatmhe3zhnSth,4499,Group3,Only as a Teaching Assistant,As part of University projects,No experience,76;114;115;123;91;93;95,0.3076923076923077,slice,"The normalize function on line 76, calls the indexOf() function on line 114, which searches for pattern ""/../"" while a pattern like ""../"" is ignored. In that case, line 115 breaks the loop and returns the out-of-context path on line 123.",3,4,59;87;93;94;61;65,0.6,slice,The credentials of the user specify the size of the byte array on line 87. This may cause the system to run out memory and return null. Null causes line 61 to fail which causes line 65 to evaluate an undefined variable and crash.,2,4,426;428;429;430;468,0.0,full,A user can configure an action value which is directly evaluated on line 429 and processed on line 468 from the function on line 430.,4,2,462;463;583;585;661,0.6666666666666666,full,"While parsing the headers on line 454, the parseHeader function called on line 462 can read new bytes and return early without calling recycle() on line 661.",5,2,Disagree,Neither-Agree-nor-Disagree,Neither-Agree-nor-Disagree,Agree,Agree,0.45384615384615384,0.3333333333333333
R_2t3cbjlrqR5PDgY,4740,Group3,Not really,No experience,No experience,96; 119,0.07692307692307693,slice,lack of constraint of the input,5,1,62; 68,0.2,slice,to many detailed exposed and lack of process that verifies some situations,5,1,434; 443,0.0,full,information disclosure and there no check for the validity of the input,5,1,692,0.0,full,there is no limitation for the pos value,5,1,Disagree,Neither-Agree-nor-Disagree,Agree,Agree,Disagree,0.13846153846153847,0.0
R_DItauU6CBCrfciZ,4340,Group4,Yes in Java at a Company,Developed project(s) using Java outside University,No experience,"155,200,769,777",0.0,full,"155 : context is initialised to null ,getResource is truing to access the relative path via a null reference
200:  if ((uri == null) || (!uri.startsWith(""/"")))  ---&gt; here startwith string refernce could be manipulated
769 :
777:context is initialise
",4,2,"233,144",0.2,full,"144 : getusername retrives the username and credentuals  without proper sanitazation.233:retriveing password method is protected,must be private ",4,2,74,0.25,slice,response is sent without validation inside request.,4,2,177;235,0.0,slice,177:while loop result in infinite loop and fill the buffer 235: trying to setBytes from buffer values can lead to DOs,4,2,Neither-Agree-nor-Disagree,Disagree,Agree,Agree,Disagree,0.125,0.1
R_21bSXxGzUxO7xsY,4489,Group4,Yes in Java at a Company,Developed several projects using Java,As part of University projects,211;539;926;483,0.0,full,"If the input is like ""/..//"" then it is vulnerable because we may get a path like""//"" .",5,1,237,0.0,full,the method of getting password is not protected ,5,1,74,0.25,slice,An attacker may maliciously add some suffix to the url,5,1,151,0.0,slice,The termination of loop is user-controlled,5,1,Disagree,Neither-Agree-nor-Disagree,Disagree,Strongly agree,Strongly disagree,0.125,0.0
R_2Bye7BGXEea1w4F,4864,Group3,Not really,Developed several projects using Java,As part of University projects,81,0.07692307692307693,slice,this line has not checked the input of the path string before applying it in a query command.,4,2,62,0.2,slice,"haven't used try catch, the information of the system might be exposed due to some malicious input.",4,3,443,0.0,full,"There's no senitation to the response, which may be vulnerable",5,1,425,0.0,full,"the try catch process may stop when execute the first line and will not go to the next. And the Exception may not be throwed, which may cause the DoS",5,1,Disagree,Disagree,Agree,Agree,Disagree,0.13846153846153847,0.0
R_1mR9mw0JhcUID7q,4607,Group4,Not really,As part of University projects,No experience,368;458;505;543,0.07692307692307693,full," the method normalize(String path) which appears to perform path normalization, making it a potential target for a path traversal attack if it does not correctly handle user input.",4,1,195,0.0,full,"line 195 stores passwords in clear text and if the password is Null, it may throw null reference exception",4,1,69,0.0,slice,"if the evaluation is bad, then it may cause problems.",4,1,55,0.0,slice,"This line check the buffer size before parsing the headers, and throw an exception if the buffer size is too large. An attacker could send a request with an excessively large header to cause the buffer size check to fail and trigger an exception.",4,1,Neither-Agree-nor-Disagree,Neither-Agree-nor-Disagree,Agree,Agree,Neither-Agree-nor-Disagree,0.0,0.038461538461538464
R_2dsCthTiQ8gNjOW,5020,Group6,Yes but in another programming language at a Company,As part of University projects,No experience,91;93;107;111,0.0,slice,"91;93 Both of them seem to append in a string related to a path
107; The normalize function takes as input the path and therefore it is easy to work with it
111;  The path is manipulated and therefore could lead to Path Traversal",2,4,148; 151; 153; 237; 278,0.2,full,148; That if throws null exception if credentials equal to null           151; 153; Both lines use getPassword function on the principal 237; the pasword is returned if principal info is different than null 278; the credentials are returned without a,3,3,447;,0.0,full,447; the variable requestUri is made of a concatanation and executes a query,2,4,235; 236;,0.0,slice,235; I believe this line is malicious because is contains some parameters that can be manipulated so that the next function on line 236; destroys certain elements,4,2,Disagree,Agree,Strongly agree,Agree,Neither-Agree-nor-Disagree,0.0,0.1
R_3NKwGiLHYVMr4ny,5277,Group1,Yes in Java at a Company,Several years of professional experience with Java,As part of University projects,200;205;300;366;384;402;406;463;483;509;539;734;737;850;854;859;910;928;920;,0.23076923076923078,full,Most of the checks are either the first character or last characters but do not have any check if it for example begins with a white space. There is no check for multiple break point characters are included in the input.,2,4,62;87;90,0.6,slice,The only check is byte comparison. This can ealsiy be bruteforced.,2,4,184;429;434;447;468;,0.0,full,There is no check for the action if it is in the list of acceptable actions. The user could add a script with an alert.,3,3,51;180;187;196;201;212;220,0.3333333333333333,slice,No check on number of headers could be running for a long time if user configures many headers. No upper limit on the content of the header. No condition to check the char it could be an undecodable character.,4,3,Agree,Agree,Agree,Agree,Agree,0.4666666666666667,0.11538461538461539
R_3maQy7at9ZfUwFa,4967,Group1,Yes but in another programming language at a Company,As part of University projects,Find vulnerabilities outside university,348;463;926;,0.0,full,"Line 348: Could be used to potentially get the path of other files.
Line 463: Could point to another file outside the libPath
Line 926: If the path starts with a "".."" or a ""/../"" it could allow URLs to files in the hostname directory",4,3,90;,0.2,slice,If the credentials are a value that causes an exception for converting to hexadecimal a man in the middle might be able to read the raw value of the passed credentials,4,3,342;,0.0,full,"Line 342; In this function there are a lot of get of attributes that are then set in HTML, if set by a malicious attacker they could put in code that executes on the browser returned to legitimate users. ",4,3,68,0.0,slice,"There are a lot of while loops that an attacker could try and send inputs to that would cause them to run infinitely, thus causing a DDOS attack",4,3,Neither-Agree-nor-Disagree,Neither-Agree-nor-Disagree,Agree,Strongly agree,Disagree,0.1,0.0
R_1g8yrJ8Wvdxbhzh,4795,Group4,Not really,As part of University projects,No experience,462;471;482,0.0,full,"first, the statement in 462 directly defines the address of the file ,which may cause the file to be unable to be queried, and hackers can easily change the file address. also the 482,  the resource path is easy for hackers to change .",2,3,184;236;250,0.0,full,"there will be many errors when loggin in, 184 use better symbols to segment new users.  236/250 too easy to have bugs  when finding the right username and password",4,2,66;73;86,0.25,slice,"information disclosure, elevation of privileges",4,3,56,0.0,slice,56:may throw null reference exception ,4,2,Neither-Agree-nor-Disagree,Neither-Agree-nor-Disagree,Neither-Agree-nor-Disagree,Neither-Agree-nor-Disagree,Agree,0.125,0.0
R_3k7KYUeK9efTGTC,4991,Group1,Not really,As part of University projects,No experience,463;432,0.07692307692307693,full,"463: there may be path traversal problems because if user's input contains things like ""../"", then it is possible that user can access some files beyond their permissions
432: Insufficient input validation, may cause XSS problems

",2,3,87;90,0.4,slice,87，90: may throw null reference exception,3,2,447,0.0,full,"The code doesn't check the input for validity, so there may be XSS problems",2,3,83;,0.0,slice,may run out of the whole memory,3,3,Disagree,Neither-Agree-nor-Disagree,Agree,Agree,Agree,0.2,0.038461538461538464
R_1PcouN9SkV9SC9N,5148,Group6,Not really,As part of University projects,No experience,110;111,0.0,slice,"The normalize method could be vulnerable to path traversal attacks. If an attacker can pass in a path that contains ""../"" or ""./"" sequences, the normalize method may not correctly remove them, allowing the attacker to access files or directories",4,2,287;335,0.2,full,"These lines exist the information disclosure problem, if the password is null, which may throw the null reference exception. Also, The code uses an XML parser to process an XML input file, that is the input file is supplied by an untrusted source,",4,1,386;382;409,0.0,full,"The assertHttpMethod method should be improved to validate against a known list of valid HTTP methods rather than simply checking against the HttpMethod enum, which may not include all valid HTTP methods.",4,1,55;56,0.0,slice,"Potential Denial-of-Service vulnerability in parseHeader method, if the input buffer contains a very large amount of data, it is possible that this method could consume excessive resources, thus cause the DoS problem.",4,2,Disagree,Disagree,Neither-Agree-nor-Disagree,Agree,Neither-Agree-nor-Disagree,0.0,0.1
R_2yrpYGZggIq1RyQ,5321,Group1,Yes in Java at a Company,Developed project(s) using Java outside University,No experience,155;471;483;571,0.0,full,the attackers can use these codes to find the lib location,4,2,59;62,0.4,slice,"if the attacker input username as"" aa' ; drop table user;"" will be interpreted as SQL code. Then database will process this code.",2,4,433;451,0.25,full,"if attacker use the url like"".jsp?&lt;script&gt;alert(\""XSS\"")&lt;/script&gt;"", the browser will response this as XSS code",3,3,50,0.3333333333333333,slice,"The code does not check the length of header before run it. if attackers input a lot of header value, maybe cause the server be killed.",3,3,Neither-Agree-nor-Disagree,Disagree,Agree,Agree,Disagree,0.3666666666666667,0.125
R_22VyuRj7Fet0j5L,4523,Group6,Yes in Java at a Company,Several years of professional experience with Java,Find vulnerabilities outside university,91;93;95;114,0.15384615384615385,slice,"While sanitizing, we only check for paths that contain /../. There is no check for a path that starts with ../, so other resources can still be exploited on the server even after sanitization.",3,5,151;153;157;160;237;277;278;301,0.2,full,"If a username is provided but the password is null, an exception will occur in the digest() method that would return the null credentials string. In authenticate() method, validated check would then return true even though password is not entered.",4,4,370;371;375;376;495;497,0.0,full,setAttribute() is called on pageContext with the value being retrieved from the request. If a hacker enters malicious code it would then be executed on the user's browser.,4,3,49;50;51;87;,0.6666666666666666,slice,"Since we can send any custom header to the server, the do while statement could exhaust the server's resources by parsing all the incoming headers from a single request. This would make the server unavailable.",2,5,Agree,Strongly agree,Agree,Strongly agree,Agree,0.41025641025641024,0.1
